"lon","lat","no2","campaign","code"
5.276159,50.83804,16.5,"facade","219258"
4.523878,51.2225,27.1,"facade","219267"
4.484538,51.01258,25.4,"facade","219273"
4.506478,51.10694,18.6,"facade","219312"
3.284547,50.82021,33.9,"facade","219324"
3.807902,51.0297,22.2,"facade","219327"
3.717876,50.97169,21.6,"facade","219339"
2.862632,50.8394,20,"facade","219342"
4.561475,51.13277,26.2,"facade","219345"
3.795503,50.92346,17,"facade","219354"
4.143124,50.98364,23.9,"facade","219357"
5.26566114247414,51.0283743771768,19.7,"facade","219360"
5.258298,51.08615,14.4,"facade","219363"
4.271913,50.94297,18,"facade","219369"
4.682628,50.89629,19.5,"facade","219390"
3.855692,51.12151,23.2,"facade","219396"
3.745831,51.05566,27.2,"facade","219402"
5.329158,50.9534,17.8,"facade","219411"
4.157411,50.73197,15.6,"facade","219414"
4.494095,51.15636,22.4,"facade","219435"
3.988023,51.04063,16,"facade","219441"
4.256628,51.21155,27.5,"facade","219447"
3.478161,51.07145,20.3,"facade","219453"
3.761618,51.06351,22.5,"facade","219459"
5.171407,50.8654,14.8,"facade","219471"
4.389615,51.19109,38.6,"facade","219486"
4.537328,50.88823,24.1,"facade","219501"
4.516996,51.03491,23.2,"facade","219513"
3.707085,51.07874,22.5,"facade","219516"
4.136782,51.1622,23.9,"facade","219534"
3.449529,51.0961,22.4,"facade","219540"
5.074996,51.12752,18.2,"facade","219543"
3.64419,50.99004,23.3,"facade","219546"
4.844164,51.35476,17.3,"facade","219552"
4.635985,50.97179,17,"facade","219564"
4.436678,51.24372,30.8,"facade","219567"
4.211328,51.18083,21.6,"facade","219579"
3.224512,51.21835,28.8,"facade","219600"
4.415143,51.208,32.6,"facade","219603"
4.687873,50.94565,15.7,"facade","219606"
4.355127,51.05562,29,"facade","219609"
4.916303,50.77906,19.7,"facade","219618"
5.181705,50.82627,17.4,"facade","219621"
4.182843,50.90516,17.2,"facade","219636"
4.834123,51.02539,16.4,"facade","219660"
5.138159,51.19804,18.5,"facade","219681"
4.73568,50.99344,16,"facade","219690"
4.691711,50.8517,21.7,"facade","219705"
3.174728,50.75967,20.3,"facade","219708"
3.17740130547434,51.1814625209676,18.3,"facade","219714"
4.952916,51.31439,18.9,"facade","219729"
3.971943,51.1495,20.3,"facade","219756"
5.37685,51.0222,29,"facade","219762"
4.960067,51.30827,20.5,"facade","219768"
3.717189,51.02976,25.4,"facade","219777"
3.130591,50.78929,22.7,"facade","219783"
4.697932,50.87663,24.2,"facade","219789"
3.864461,50.97407,25.4,"facade","219795"
3.76120061687453,51.0121402380773,34.1,"facade","219807"
5.1969,51.11866,14.1,"facade","219816"
4.760373,50.89518,18.3,"facade","219837"
3.20379,50.84211,21.9,"facade","219843"
4.530594,51.02335,19,"facade","219849"
4.492798,51.24652,19.1,"facade","219852"
4.520083,51.22832,26.5,"facade","219858"
4.332158,51.12166,24.1,"facade","219861"
3.722984,50.7837,16.5,"facade","219864"
4.906782,51.13691,22.8,"facade","219867"
4.472706,51.36429,17.2,"facade","219873"
3.702076,51.05083,39.3,"facade","219876"
4.251895,50.84089,21.8,"facade","219882"
5.095909,51.06878,23.7,"facade","219903"
4.385025,51.12459,25.9,"facade","219906"
4.646956,50.99685,20.7,"facade","219912"
4.184329,51.17761,23.6,"facade","219918"
4.280089,51.14447,24.2,"facade","219933"
3.736938,50.98222,21.4,"facade","219936"
3.481031,50.9949,18.1,"facade","219939"
3.09747999865338,50.9966433617862,24.3,"facade","219954"
4.116423,51.03772,20.9,"facade","219957"
4.371409,51.10531,29.7,"facade","219963"
4.249307,51.09041,20.5,"facade","219972"
5.19363604744877,50.9933595802601,23.1,"facade","219978"
4.279712,50.84414,38.3,"facade","219987"
4.077271,51.09301,19.1,"facade","219990"
5.388203,51.19464,15.4,"facade","219999"
4.394528,51.20607,42.3,"facade","220014"
4.450873,51.15905,23.3,"facade","220017"
4.3689414828503,51.0870423824239,41.5,"facade","220032"
4.468639,51.28589,17.7,"facade","220041"
3.730819,51.03003,32.2,"facade","220044"
4.369213,51.18457,29.8,"facade","220065"
4.533021,50.98124,21.6,"facade","220074"
4.458328,51.04598,27.1,"facade","220080"
3.714573,51.03959,26.7,"facade","220083"
3.767962,51.02984,21.7,"facade","220113"
4.767309,51.41616,18.3,"facade","220116"
4.438236,51.29502,17.5,"facade","220125"
4.461705,51.24768,23.6,"facade","220131"
5.387362,51.14532,18.5,"facade","220146"
4.64919,50.86964,21.9,"facade","220155"
4.04535409729735,51.0683025503279,26.2,"facade","220158"
5.007281,51.30089,13.9,"facade","220173"
5.510527,50.95157,18.7,"facade","220191"
2.922936,50.83514,17.7,"facade","220194"
4.78494118524394,50.8084852647598,18.4,"facade","220197"
4.96233,51.32724,17,"facade","220206"
4.258554,50.88743,26,"facade","220212"
3.63961,50.96221,20.3,"facade","220221"
5.086185,50.73679,16,"facade","220227"
4.112728,50.91498,18.2,"facade","220233"
4.987683,51.0722,27,"facade","220242"
4.55894619258956,51.0229515793793,16.3,"facade","220254"
3.130299,51.31427,30.1,"facade","220263"
3.246227,50.80196,21.3,"facade","220287"
4.355595,51.03421,25.4,"facade","220290"
3.013317,51.12727,26,"facade","220293"
4.20912,50.86458,26,"facade","220299"
5.420524,51.12007,17.5,"facade","220302"
4.734254,50.88898,18,"facade","220314"
4.143289,51.16399,23.8,"facade","220317"
3.960473,51.12828,27,"facade","220320"
4.550014,50.78921,16.2,"facade","220326"
5.338908,50.92646,38.4,"facade","220335"
3.296184,50.85186,20.3,"facade","220341"
5.503229,50.99979,20.4,"facade","220362"
4.104676,51.02762,20.5,"facade","220365"
3.182383,51.25532,19.9,"facade","220371"
4.635574,51.00716,19.9,"facade","220374"
3.114718,50.83361,20.2,"facade","220377"
4.601749,50.94316,18.7,"facade","220389"
4.333478,51.10925,23.7,"facade","220398"
4.508478,51.08763,23.5,"facade","220410"
4.265231,50.75449,24.3,"facade","220416"
3.666666,51.05106,19.8,"facade","220425"
3.88889,51.00522,24.1,"facade","220434"
3.711358,51.04108,25.3,"facade","220446"
4.313785,51.35913,24.6,"facade","220452"
4.259834,50.73545,24.5,"facade","220458"
5.135012,50.75269,22.6,"facade","220476"
4.838135,50.99344,20.3,"facade","220497"
3.629267,51.09728,22.8,"facade","220506"
4.702898,50.86906,23.4,"facade","220512"
4.210029,51.0112,17.7,"facade","220518"
4.711831,50.87275,27.5,"facade","220530"
4.21720311323127,50.9631153192628,25.7,"facade","220533"
5.177109,51.03868,20.8,"facade","220545"
3.695183,51.05703,25,"facade","220560"
4.239308,50.8766,29.1,"facade","220569"
4.295597,51.00596,18.5,"facade","220593"
3.817082,51.08759,21.3,"facade","220605"
5.192151,50.99075,21.2,"facade","220623"
2.914698,51.22385,37.5,"facade","220635"
4.465712,51.19948,25.9,"facade","220644"
5.420756,50.95204,16.1,"facade","220650"
4.423563,51.18775,40.3,"facade","220656"
4.325576,51.19805,29.4,"facade","220668"
4.95833588211819,51.3212809178098,23,"facade","220692"
5.128991,50.77653,14.7,"facade","220695"
4.139291,51.22366,24,"facade","220698"
4.823526,51.24009,38.8,"facade","220722"
3.950425,51.12686,18.3,"facade","220728"
4.518817,51.09373,24.1,"facade","220740"
3.922083,50.99416,20.7,"facade","220749"
5.239428,50.94964,18.1,"facade","220761"
3.962738,50.76853,20.1,"facade","220773"
4.742444,50.88222,17.3,"facade","220776"
4.466822,50.91385,20.7,"facade","220788"
4.186666,50.97377,22.6,"facade","220797"
4.973241,50.81632,20.9,"facade","220800"
4.56763,50.905,16.8,"facade","220821"
3.874074,50.99871,18.5,"facade","220830"
3.225913,51.17538,27.8,"facade","220836"
4.224983,51.12902,40.9,"facade","220839"
4.806515,50.99293,18.1,"facade","220857"
5.445224,50.76973,16.6,"facade","220860"
4.446079,51.04189,28.8,"facade","220887"
5.022808,50.91908,14.1,"facade","220908"
4.263904,50.74983,30,"facade","220917"
4.714837,50.91279,26.5,"facade","220926"
4.432696,51.30169,21,"facade","220941"
4.546095,51.06739,20.5,"facade","220944"
5.447222,50.97437,17.7,"facade","220947"
4.809104,50.97447,17.5,"facade","220950"
4.558615,50.90456,22,"facade","220953"
4.062879,50.90047,17.3,"facade","220971"
4.507046,50.87936,36.4,"facade","220983"
4.88886900900895,51.3057291541016,18.2,"facade","220986"
4.382632,51.21616,28.7,"facade","220992"
5.112119,51.18294,36.1,"facade","221001"
4.617,51.24805,17,"facade","221004"
4.05447,51.19787,21,"facade","221010"
4.434126,51.21715,35.8,"facade","221025"
3.10395857496252,50.8498526758144,19.7,"facade","221031"
4.454302,51.23075,33.8,"facade","221040"
3.830813,50.89813,51.2,"facade","221055"
4.6691,51.33512,19.5,"facade","221088"
3.723087,51.05622,24.1,"facade","221100"
4.347691,51.13773,24.6,"facade","221103"
4.53426,51.18351,18.9,"facade","221106"
4.301223,50.76434,21.2,"facade","221109"
4.195326,50.87348,20.6,"facade","221112"
4.313604,50.89879,32.3,"facade","221115"
3.947947,50.76735,17.1,"facade","221118"
5.332898,51.05454,15.8,"facade","221127"
4.898284,50.77473,16.5,"facade","221130"
3.008841,50.96991,20.9,"facade","221133"
3.857288,51.03257,19.1,"facade","221142"
4.242207,51.02,28.6,"facade","221169"
3.299119,50.80794,20.5,"facade","221175"
2.977425,50.84381,19.6,"facade","221181"
4.067881,51.0271,16.9,"facade","221193"
4.441256,51.13165,30.7,"facade","221220"
4.600023,51.00797,16.2,"facade","221223"
4.677494,50.90462,19.8,"facade","221229"
4.436682,51.22509,61.8,"facade","221232"
4.49054766659388,50.9975798952389,20.5,"facade","221241"
3.814491,50.94537,18.9,"facade","221244"
5.572281,51.03713,14.5,"facade","221247"
4.703202,50.88801,29.5,"facade","221256"
5.507633,50.97071,18.9,"facade","221262"
3.429345,51.03417,16.2,"facade","221268"
4.369939,50.93848,17.7,"facade","221286"
4.036055,50.82772,25.5,"facade","221292"
3.243127,51.21341,25.7,"facade","221295"
4.569384,51.06444,18.3,"facade","221298"
4.647243,50.90305,20.4,"facade","221304"
4.374965,50.94331,19,"facade","221316"
4.630289,51.04687,17,"facade","221322"
4.279019,51.213,26.2,"facade","221325"
3.72646,51.05346,24.2,"facade","221334"
4.088114,51.05514,20.8,"facade","221340"
4.220255,51.00839,17.6,"facade","221361"
5.080438,50.94958,17.2,"facade","221364"
4.672129,50.99787,15.8,"facade","221373"
4.415482,51.26697,26.3,"facade","221376"
4.495182,51.27462,20.4,"facade","221385"
3.811748,51.07438,24.5,"facade","221388"
4.398191,51.16547,29.4,"facade","221391"
4.155618,50.99595,19.5,"facade","221397"
4.251247,50.78135,18.5,"facade","221403"
3.988413,50.70812,15.9,"facade","221406"
3.234024,51.16772,26.5,"facade","221409"
4.405056,51.2112,33.1,"facade","221412"
4.63661,50.90135,24.5,"facade","221415"
4.47271,51.12662,25.2,"facade","221418"
4.462713,51.02774,21.3,"facade","221424"
3.819723,50.87612,19.4,"facade","221427"
4.735684,50.88449,23,"facade","221442"
3.664591,51.06831,21,"facade","221445"
4.71108,51.04708,16.7,"facade","221454"
3.312204,50.83244,22.2,"facade","221460"
2.661049,51.07413,23.4,"facade","221469"
5.357695,50.94847,19.8,"facade","221472"
4.92409,51.32536,23.5,"facade","221481"
4.299905,50.99817,20.1,"facade","221490"
3.194713,50.98183,18.4,"facade","221499"
3.987898,51.04418,17.9,"facade","221502"
4.743741,50.95587,18.4,"facade","221508"
4.2203,51.02677,18.1,"facade","221520"
4.972454,51.33783,17.8,"facade","221553"
4.380465,50.9547,19.6,"facade","221574"
3.759106,51.03763,27.5,"facade","221580"
5.289784,51.04185,19.6,"facade","221583"
4.688631,50.88557,22.6,"facade","221586"
3.726721,51.07103,25.8,"facade","221604"
3.982489,50.91584,17.3,"facade","221607"
3.784253,51.07618,24.2,"facade","221610"
4.50035786490348,50.9559356664744,20,"facade","221616"
4.391414,51.13444,24.3,"facade","221622"
2.975264,50.82976,16.8,"facade","221631"
4.434894,51.15241,29.2,"facade","221646"
4.458849,51.24502,27.9,"facade","221649"
4.231397,51.10194,21,"facade","221652"
3.730451,51.0735,32.2,"facade","221667"
4.937624,51.32725,15.7,"facade","221670"
4.47896,51.02026,31,"facade","221706"
3.771393,50.95496,21,"facade","221709"
4.471437,50.88814,31,"facade","221739"
4.164506,51.02516,38.6,"facade","221742"
4.136351,51.16586,36.3,"facade","221748"
3.634884,50.98855,18.5,"facade","221754"
3.601889,50.74395,21.4,"facade","221757"
3.107906,50.79304,25.3,"facade","221766"
4.659664,50.86065,21.3,"facade","221778"
4.442179,51.28851,23.5,"facade","221781"
5.194055,50.98823,19.9,"facade","221784"
4.675377,51.13627,16.5,"facade","221790"
5.166529,50.94226,22.2,"facade","221793"
4.359013,51.12613,21.9,"facade","221799"
4.41025,51.27488,31.7,"facade","221805"
4.461542,50.7722,21,"facade","221844"
5.741236,51.01547,17.7,"facade","221853"
4.449128,51.17453,26.3,"facade","221856"
4.480334,50.76781,19.8,"facade","221871"
4.861745,51.05193,17.3,"facade","221883"
4.94874,50.8054,31.5,"facade","221898"
4.426271,50.9248,41.3,"facade","221904"
4.480265,51.12534,20.3,"facade","221919"
3.472666,51.15543,15.5,"facade","221931"
3.632199,51.19372,22.9,"facade","221937"
4.057326,51.00568,18.6,"facade","221943"
4.52557,51.3275,19.5,"facade","221952"
4.456788,51.26962,30.2,"facade","221964"
5.33179,50.93124,47.4,"facade","221970"
3.820625,51.05914,33.1,"facade","221973"
5.367926,50.99324,30,"facade","221982"
4.351718,51.17462,28,"facade","221985"
4.02365,50.82728,29,"facade","221997"
3.559859,51.02466,19.5,"facade","222000"
4.522304,51.22627,25.3,"facade","222012"
4.410362,51.20502,41,"facade","222015"
4.481302,51.29242,19.4,"facade","222027"
3.270398,50.91081,31.6,"facade","222030"
4.83605768439373,51.173764642112,23.2,"facade","222045"
4.12462,51.02706,21.8,"facade","222048"
4.726016,50.99849,14.2,"facade","222051"
3.729376,51.05625,31.6,"facade","222069"
4.455508,50.86253,26,"facade","222078"
4.453125,50.96281,22.9,"facade","222081"
4.450425,51.18003,23.7,"facade","222090"
4.007126,51.03114,19.3,"facade","222093"
4.393625,51.18157,32.5,"facade","222096"
3.801023,51.06055,25.2,"facade","222102"
4.915632,50.76659,19.4,"facade","222105"
3.804734,50.86475,16,"facade","222111"
4.361687,50.9403,29.3,"facade","222141"
3.626951,50.76478,14.6,"facade","222144"
4.214516,50.93553,17.3,"facade","222162"
4.70075886357554,50.8288438456561,21.3,"facade","222171"
4.174707,50.95666,18.8,"facade","222180"
4.432205,51.12976,27.1,"facade","222186"
4.130585,51.11222,19.9,"facade","222201"
3.780936,50.93964,17.1,"facade","222204"
4.98595,51.0817,17.2,"facade","222213"
4.416339,51.10415,25.1,"facade","222219"
4.39964177085712,51.2048025075211,35.9,"facade","222222"
4.755508,50.95885,16.7,"facade","222225"
3.412306,50.8501,18.3,"facade","222234"
4.70097,50.86926,22.6,"facade","222258"
3.087822,50.86995,20.1,"facade","222261"
3.274742,51.20977,20.2,"facade","222273"
3.799507,50.99842,19.4,"facade","222288"
3.469372,51.0524,17.7,"facade","222294"
4.144493,51.15883,34.9,"facade","222300"
4.426467,51.31234,20.4,"facade","222321"
4.443036,51.19883,29.3,"facade","222327"
3.483621,50.7665,17.6,"facade","222333"
3.172049,50.96749,22.4,"facade","222366"
5.071437,51.18221,16.5,"facade","222372"
4.895104,51.15706,20,"facade","222378"
4.639854,50.84185,44.7,"facade","222402"
4.468156,51.04162,30.7,"facade","222408"
3.756472,51.05759,24,"facade","222417"
5.032982,50.99752,18.4,"facade","222441"
2.645544,51.10443,23.1,"facade","222444"
3.75754896562131,51.0186488682633,23.6,"facade","222471"
5.577285,50.86405,17.5,"facade","222477"
4.32506,51.1105,23.3,"facade","222486"
4.466191,51.20397,28.9,"facade","222504"
3.768528,51.06005,23.7,"facade","222507"
4.466065,51.34886,17.7,"facade","222513"
5.031051,50.99886,21.7,"facade","222516"
4.423834,51.22448,35.6,"facade","222519"
2.625658,50.91081,17.6,"facade","222534"
5.701033,51.10833,19.8,"facade","222555"
4.572636,51.32639,20.4,"facade","222594"
4.159025,51.11623,20.8,"facade","222600"
5.163494,50.80899,15.6,"facade","222609"
4.838369,51.13893,26.7,"facade","222618"
4.192283,51.03258,21.9,"facade","222621"
4.90795,51.09866,20.2,"facade","222630"
3.679985,50.83061,18.7,"facade","222642"
4.621612,51.13692,17.6,"facade","222663"
4.882277,51.17367,20.3,"facade","222666"
4.550254,50.94739,18.8,"facade","222681"
3.449852,50.88123,20.9,"facade","222687"
4.76362501350225,51.2071749217721,17.3,"facade","222690"
3.345996,51.26873,17,"facade","222693"
4.235736,51.21122,27.7,"facade","222729"
4.377873,51.11041,24.9,"facade","222732"
4.573643,51.12867,21.9,"facade","222738"
4.349308,51.09453,25.3,"facade","222744"
3.760883,51.05205,35.6,"facade","222750"
4.754318,51.40565,19.9,"facade","222753"
4.772022,50.88489,13.7,"facade","222768"
3.351331,50.84913,24.8,"facade","222771"
4.72134,50.8333,20.8,"facade","222795"
4.474,51.12878,30.9,"facade","222798"
3.792599,51.06999,21.5,"facade","222810"
4.53346387302994,51.2273328860623,33.5,"facade","222813"
3.231099,51.1969,39.1,"facade","222816"
5.781984,51.09321,15.9,"facade","222834"
3.175537,51.19972,26,"facade","222852"
4.478259,50.91202,26.3,"facade","222855"
4.50563,50.86304,27.1,"facade","222867"
3.850327,51.02771,21.3,"facade","222876"
2.968492,51.15584,28.8,"facade","222879"
2.887715,50.78193,18.3,"facade","222891"
3.840634,50.75287,20.4,"facade","222897"
5.17871,50.81261,24.7,"facade","222900"
4.273174,51.08558,27,"facade","222906"
4.425801,51.07662,24.3,"facade","222918"
4.469515,51.16571,24.7,"facade","222921"
3.165289,50.81913,24.7,"facade","222930"
3.66121854722956,50.8709206281968,19.6,"facade","222942"
4.416808,51.16406,31.8,"facade","222948"
3.205533,50.91749,26.7,"facade","222960"
4.486524,51.05864,21.9,"facade","222975"
4.492431,51.12811,30.1,"facade","222981"
3.665351,50.92773,26.3,"facade","222984"
2.670402,51.07639,23.1,"facade","222990"
4.178483,50.87857,23.1,"facade","223002"
4.340473,51.20053,36,"facade","223014"
4.395929,50.9242,23.1,"facade","223026"
3.15265,51.02161,19.9,"facade","223035"
4.435051,51.12332,25.8,"facade","223050"
4.257716,50.93254,18,"facade","223053"
3.275927,51.20564,19.7,"facade","223056"
4.614079,51.0353,19.5,"facade","223068"
3.124075,50.95034,28.1,"facade","223086"
4.725935,50.88522,20.6,"facade","223116"
4.345693,51.2041,33,"facade","223119"
5.345365,50.92274,25.1,"facade","223137"
4.372485,51.08608,31.8,"facade","223140"
4.049623,50.87522,25.3,"facade","223143"
2.763359,51.14733,20.8,"facade","223149"
3.295606,50.95833,18.8,"facade","223158"
4.442929,51.1942,30.1,"facade","223161"
4.355412,51.03996,28,"facade","223173"
5.728419,50.93279,17.8,"facade","223182"
3.731899,51.02673,28.6,"facade","223191"
4.517397,51.25047,17.7,"facade","223206"
4.487635,51.06173,21.9,"facade","223215"
4.377472,51.17119,33.1,"facade","223218"
4.305354,51.0051,25.1,"facade","223221"
4.497549,51.03849,19.9,"facade","223230"
3.609045,51.27676,24.6,"facade","223239"
3.12092,50.94485,30.5,"facade","223248"
4.452954,51.16811,28.2,"facade","223251"
4.42142,50.95382,17.9,"facade","223272"
4.682121,51.15457,18.1,"facade","223275"
3.003264,51.02257,24.3,"facade","223278"
4.498662,51.01444,28.8,"facade","223284"
4.187638,50.77247,15.9,"facade","223311"
4.436443,51.2472,26.9,"facade","223332"
4.341287,50.92181,22.8,"facade","223335"
3.519191,50.94452,20.3,"facade","223353"
5.433855,50.96285,14.8,"facade","223374"
4.376716,51.17004,27.1,"facade","223377"
4.756258,50.88274,13.9,"facade","223386"
3.538441,51.11889,20.3,"facade","223392"
4.045131,50.8274,20.6,"facade","223404"
3.747785,51.05862,33.6,"facade","223410"
4.431207,51.22137,53.7,"facade","223425"
4.445166,51.20139,31.3,"facade","223431"
3.286058,51.34787,32.3,"facade","223452"
3.749486,51.0496,29.8,"facade","223455"
5.021885,51.00219,15.9,"facade","223458"
3.254017,50.84543,20.3,"facade","223464"
4.383942,51.18923,36,"facade","223488"
4.720003,50.875,24,"facade","223491"
4.728761,51.38457,29.3,"facade","223521"
4.787317,51.01822,19,"facade","223527"
2.867224,50.85258,17.6,"facade","223530"
3.113887,50.93866,22.9,"facade","223536"
3.109071,50.85055,26.4,"facade","223542"
4.438699,51.21624,33.2,"facade","223566"
3.21444,50.931,20.1,"facade","223578"
4.43071384187147,51.2065510410316,41.8,"facade","223581"
5.086931,51.09189,19.5,"facade","223587"
4.543117,50.77294,26.4,"facade","223593"
4.574117,51.14081,29.7,"facade","223602"
4.132606,50.88225,24.1,"facade","223605"
5.153341,51.03687,16.1,"facade","223608"
3.715095,51.03971,25.6,"facade","223617"
5.00865,51.09885,19.4,"facade","223623"
4.526354,51.26865,16.1,"facade","223629"
5.374146,51.15671,15.4,"facade","223632"
4.436603,51.32506,17,"facade","223638"
4.980155,51.30979,16.2,"facade","223644"
4.8836,51.27651,21.2,"facade","223647"
5.00370228665058,50.9352140117899,16,"facade","223653"
5.370752,51.23511,16.5,"facade","223659"
3.910278,51.09386,19.7,"facade","223662"
4.635477,50.86543,21,"facade","223674"
4.471599,51.21959,30.6,"facade","223683"
4.388789,51.20736,36,"facade","223686"
5.449371,50.92773,18.6,"facade","223689"
3.253696,50.99774,18.9,"facade","223692"
4.686903,50.88596,30.5,"facade","223707"
5.526158,51.13687,18.2,"facade","223713"
4.597012,51.18144,25,"facade","223722"
4.441351,51.3235,20,"facade","223728"
3.96385,51.10761,21.7,"facade","223731"
4.721682,51.07101,27.4,"facade","223740"
5.670968,51.13538,18.3,"facade","223743"
4.395531,51.2012,33.7,"facade","223749"
3.077383,50.97515,22.7,"facade","223758"
3.582609,50.76245,16.3,"facade","223761"
3.694871,50.9819,24.2,"facade","223770"
4.230672,51.05308,20,"facade","223773"
4.005629,51.15215,19.5,"facade","223803"
4.218783,50.94156,20.8,"facade","223821"
4.784759,50.83371,22.3,"facade","223827"
5.688409,50.92574,19.9,"facade","223833"
4.501494,50.87691,25.4,"facade","223836"
4.253754,50.75807,20.9,"facade","223839"
5.070068,50.917,17.1,"facade","223845"
4.751763,51.11521,16.4,"facade","223854"
4.761569,50.88614,16.4,"facade","223860"
4.09669,50.7485,15.8,"facade","223893"
4.863176,51.04279,17.6,"facade","223899"
4.14443176963787,51.1010331254861,33.1,"facade","223908"
5.258891,51.16659,15,"facade","223920"
3.445995,51.09659,21.4,"facade","223923"
4.394536,51.18595,31.5,"facade","223935"
4.707921,50.87194,25.1,"facade","223938"
3.629382,51.05802,18.5,"facade","223944"
4.299383,50.95766,20.3,"facade","223962"
3.99096,51.1277,16,"facade","223989"
4.072905,50.87404,18.6,"facade","223992"
3.542542,50.93228,19.9,"facade","224007"
4.712207,50.84206,19.8,"facade","224019"
4.544677,50.95176,18.4,"facade","224046"
4.423359,51.32609,18.4,"facade","224049"
4.679231,50.9315,17.2,"facade","224055"
2.90631,51.21629,28.3,"facade","224061"
4.556072,50.90366,22.7,"facade","224064"
4.736732,51.18355,17.1,"facade","224067"
3.768675,51.14199,24.5,"facade","224085"
4.738625,51.44251,39.1,"facade","224103"
4.479205,51.03836,25.6,"facade","224106"
3.277145,51.10621,19,"facade","224109"
4.30820777572442,51.1764081387222,28.8,"facade","224112"
5.365074,50.97853,21.7,"facade","224124"
4.419065,51.14138,24.6,"facade","224130"
4.67584,51.35074,28.8,"facade","224136"
2.889135,50.84174,34.5,"facade","224139"
5.337362,50.9077,22.8,"facade","224142"
4.454934,50.93015,26,"facade","224166"
3.139257,51.19091,22.3,"facade","224184"
4.455139,51.46824,18.7,"facade","224187"
4.226729,50.8425,21.1,"facade","224190"
3.998598,50.94603,18.5,"facade","224193"
4.68006,50.98959,16.8,"facade","224196"
2.883039,51.17569,17.9,"facade","224202"
4.165882,50.92599,16.9,"facade","224205"
4.476408,51.02499,32.3,"facade","224217"
4.000438,50.93228,25,"facade","224223"
5.000069,51.12446,17.5,"facade","224229"
3.470978,50.90006,21.6,"facade","224238"
4.470137,50.75612,18,"facade","224244"
5.38241139898671,50.8557070834706,16.3,"facade","224247"
3.12458,50.94176,31.2,"facade","224259"
4.194088,50.84584,18.8,"facade","224292"
4.764335,50.86208,19.7,"facade","224298"
3.777045,51.09901,25.4,"facade","224310"
4.097433,51.02966,20.7,"facade","224313"
4.391368,51.19372,39.9,"facade","224322"
5.020606,51.16389,22.4,"facade","224325"
4.675364,51.28755,14.7,"facade","224328"
5.467092,50.91553,17.1,"facade","224331"
3.281017,51.22265,20,"facade","224340"
4.755291,50.81475,17.5,"facade","224346"
3.447085,51.21374,26.7,"facade","224349"
2.913309,51.21384,24.4,"facade","224352"
4.303257,51.00165,26.7,"facade","224355"
4.598331,51.21158,20.8,"facade","224361"
4.43295942310908,51.221691029375,53.3,"facade","224376"
3.981923,51.10344,21.4,"facade","224379"
4.708803,50.93201,14.8,"facade","224385"
4.263291,51.10477,19.2,"facade","224394"
5.187964,50.81885,19.6,"facade","224397"
4.443632,51.24724,28.7,"facade","224403"
4.719137,50.95312,17.8,"facade","224409"
4.746045,51.13501,22.3,"facade","224421"
5.111563,51.21607,17.7,"facade","224430"
4.247924,50.7238,27.4,"facade","224433"
5.338981,50.84227,22.2,"facade","224460"
4.838427,50.79042,14.8,"facade","224490"
4.508163,51.28503,20,"facade","224499"
4.56915420726603,51.297125772677,20,"facade","224502"
3.510142,50.88674,16.5,"facade","224514"
4.675724,50.9085,28.5,"facade","224535"
4.583914,51.16578,17.8,"facade","224538"
5.065426,51.02628,16.4,"facade","224541"
3.099346,50.79277,18.7,"facade","224544"
3.866779,51.09418,20.1,"facade","224550"
4.744961,50.9008,16.1,"facade","224556"
3.7247,51.01837,26.7,"facade","224571"
4.566779,50.97453,17.4,"facade","224589"
4.037276,51.21294,24.2,"facade","224592"
4.63067,50.9752,17.3,"facade","224598"
5.536114,50.97185,24.6,"facade","224616"
4.585315,51.12836,41.1,"facade","224619"
4.560244,51.14014,23.5,"facade","224625"
4.76364327708753,50.9551018813842,19.9,"facade","224628"
3.19409,51.2134,24.6,"facade","224640"
4.30163983034234,50.9959324403864,21,"facade","224658"
3.938945,50.71606,21.4,"facade","224661"
4.641567,50.8963,16,"facade","224667"
3.433183,50.77508,21.9,"facade","224682"
5.256959,50.82288,15.9,"facade","224688"
4.632293,50.97556,19.1,"facade","224703"
4.501069,51.31056,16.7,"facade","224712"
2.8856,50.76803,17.9,"facade","224745"
4.722743,50.87604,21.5,"facade","224748"
3.273238,50.8375,21.5,"facade","224772"
5.654646,50.90126,15.9,"facade","224796"
3.620405,51.19605,19.8,"facade","224808"
4.616832,51.28183,18.2,"facade","224811"
4.728977,51.20025,18.9,"facade","224826"
2.979718,50.8287,18.5,"facade","224829"
4.588526,51.38954,45.8,"facade","224832"
3.52579,50.90823,20.8,"facade","224841"
4.049906,51.15979,21.7,"facade","224853"
2.91113,51.21724,26,"facade","224856"
5.109672,51.0201,14.4,"facade","224859"
3.75495,51.05721,24.4,"facade","224865"
3.518568,51.14888,19.8,"facade","224868"
4.435683,50.91102,30,"facade","224871"
2.690035,51.09744,20.9,"facade","224877"
4.099876,51.04946,15.9,"facade","224901"
3.608639,51.12577,20.2,"facade","224907"
3.163385,50.9437,22.4,"facade","224919"
4.428087,50.92676,33.1,"facade","224922"
4.785258,50.95263,18.5,"facade","224928"
4.755651,50.90006,15.7,"facade","224934"
5.16719,51.03817,20.3,"facade","224937"
4.17431,50.89757,21.7,"facade","224946"
3.384667,50.87729,18.9,"facade","224949"
4.721895,50.82959,17.7,"facade","224955"
4.466384,51.37746,17.8,"facade","224958"
