"lon","lat","no2","campaign","code"
5.033826,51.12283,17.2,"facade","291786"
3.925565,51.00685,19.9,"facade","291792"
4.834082,50.8874,18.6,"facade","291795"
3.857127,51.04895,21.6,"facade","291810"
5.454387,51.13323,25.5,"facade","291834"
4.224853,51.00811,18.3,"facade","291840"
4.463804,51.45899,26.6,"facade","291849"
5.590075,51.12877,17.9,"facade","291861"
3.21801,50.919,19.9,"facade","291867"
4.901035,51.15956,21.4,"facade","291876"
4.046285,50.98398,16.8,"facade","291885"
5.629052,50.86186,20.8,"facade","291891"
2.894294,50.86615,26.7,"facade","291903"
5.614101,50.8824,17.6,"facade","291906"
2.945495,51.08546,18.7,"facade","291930"
4.291846,50.95502,18.5,"facade","291942"
4.51084127875635,51.299463591456,18.2,"facade","291945"
4.503129,50.97621,25.4,"facade","291960"
3.293917,50.78968,21.8,"facade","291963"
4.854871,51.27208,17.4,"facade","291966"
5.299295,51.0606,15.8,"facade","291996"
4.866338,51.00118,16.6,"facade","292002"
4.265048,50.87675,34.6,"facade","292011"
5.41781,51.20748,17,"facade","292032"
4.478006,51.02415,32.4,"facade","292035"
2.960437,51.15958,21.4,"facade","292041"
3.641497,50.76961,13.8,"facade","292044"
5.322972,51.05051,18.5,"facade","292047"
5.372367,50.92251,20,"facade","292053"
5.377912,51.25257,14.7,"facade","292062"
4.449737,51.25007,34,"facade","292065"
4.324156,51.3437,23,"facade","292077"
2.910068,51.22729,28.6,"facade","292083"
4.472078,50.89031,34.4,"facade","292089"
5.04585,51.44613,19.7,"facade","292098"
5.282499,50.87536,19.4,"facade","292107"
5.324768,51.0368,15.7,"facade","292122"
4.016044,50.83964,27,"facade","292149"
5.114022,51.18822,31.3,"facade","292167"
5.506239,51.18923,16.6,"facade","292173"
4.443943,51.15713,31.2,"facade","292176"
3.191298,51.19592,25.1,"facade","292179"
3.190714,51.06361,18.2,"facade","292191"
4.717472,50.8822,37.3,"facade","292200"
4.62782544686277,51.1388874378856,35.1,"facade","292203"
4.342646,51.15431,30.2,"facade","292209"
3.910168,51.03244,19.6,"facade","292215"
4.200323,51.01771,21.1,"facade","292218"
5.099139,51.26875,18.5,"facade","292224"
4.160014,50.75829,17.9,"facade","292227"
4.720141,50.91716,24.7,"facade","292230"
4.447721,51.16961,29.5,"facade","292260"
4.673947,50.90895,24.5,"facade","292278"
4.421494,51.08171,25.1,"facade","292281"
4.375389,50.90799,26.2,"facade","292290"
3.470007,51.07408,19.7,"facade","292311"
4.990378,51.33219,15,"facade","292314"
4.88628,50.90322,15.3,"facade","292323"
4.002769,50.73983,20.4,"facade","292344"
4.438102,51.3493,14.4,"facade","292350"
3.203274,51.2354,21.7,"facade","292359"
4.667457,51.10214,16.7,"facade","292383"
3.614906,51.10635,20,"facade","292392"
4.17943,50.81719,18.4,"facade","292398"
4.438313,51.23975,51.3,"facade","292401"
4.287628,50.80712,33.5,"facade","292404"
3.966706,50.7577,18,"facade","292425"
4.920579,50.76143,14,"facade","292437"
4.947854,51.32959,19.1,"facade","292446"
4.224695,50.90162,19.1,"facade","292461"
4.712021,50.9077,29.4,"facade","292467"
4.958603,50.96603,19.3,"facade","292470"
3.318676,50.85932,24.8,"facade","292473"
5.340013,50.93553,40.6,"facade","292494"
5.667427,50.81359,19.1,"facade","292503"
4.166892,50.8406,17.8,"facade","292512"
5.353007,50.93062,21.4,"facade","292521"
4.395104,51.21533,36.6,"facade","292527"
5.192272,50.81256,30.8,"facade","292536"
4.508953,51.04722,25.2,"facade","292542"
5.536269,51.23018,14.6,"facade","292548"
5.40457,50.95262,17.7,"facade","292551"
4.397114,51.31481,20.7,"facade","292554"
4.672458,51.2811,15,"facade","292557"
2.881324,50.85618,19.4,"facade","292566"
5.026051,50.8987,20.5,"facade","292578"
3.009727,51.16398,24.3,"facade","292581"
4.779909,51.29606,17.9,"facade","292584"
3.809833,50.87763,19.7,"facade","292587"
4.586899,51.12837,32.7,"facade","292590"
5.07367,50.87604,14.1,"facade","292605"
5.7454,51.01805,18,"facade","292608"
4.991419,51.14131,17.1,"facade","292611"
3.205317,50.85295,20.8,"facade","292623"
3.27955,51.05724,28.7,"facade","292635"
3.27451674095227,50.8251433042462,26.4,"facade","292656"
5.410557,51.07363,17.6,"facade","292674"
5.498125,50.96331,38.8,"facade","292677"
5.493486,50.82881,17.7,"facade","292689"
2.973244,51.23507,26.3,"facade","292698"
5.459572,50.78093,23.8,"facade","292701"
4.236348,51.33545,26.3,"facade","292707"
4.833221,50.98072,16.9,"facade","292719"
5.050348,51.16836,17.1,"facade","292728"
3.225219,50.91127,19.5,"facade","292731"
4.514951,51.09292,21.9,"facade","292737"
4.905577,51.2501,15.8,"facade","292752"
4.304199,50.90136,24.8,"facade","292755"
3.229749,50.84977,26.3,"facade","292761"
3.36875,50.86169,18.7,"facade","292794"
3.432167,50.76667,17.4,"facade","292806"
3.200487,51.18319,21.4,"facade","292815"
3.862232,50.98433,20.2,"facade","292818"
4.570118,51.0431,19.3,"facade","292833"
3.298131,50.76668,17.7,"facade","292839"
4.909156,51.08552,24.6,"facade","292842"
4.742508,51.03046,17.9,"facade","292848"
3.719633,51.05815,25.8,"facade","292851"
4.759106,50.89981,17.3,"facade","292854"
4.460308,51.19551,38.6,"facade","292857"
3.169975,50.76983,20.2,"facade","292869"
5.780265,51.10245,18.5,"facade","292875"
5.058818,51.16484,18,"facade","292890"
3.305987,50.87254,17,"facade","292893"
4.395675,51.16709,29.1,"facade","292902"
4.522709,51.24514,17.2,"facade","292905"
4.816682,51.00219,19.2,"facade","292929"
3.39075,50.78819,16.1,"facade","292935"
2.962244,51.22657,28.2,"facade","292947"
4.485519,51.14396,18.2,"facade","292956"
5.09492,50.72,14.3,"facade","292971"
4.947697,50.98538,15.5,"facade","292977"
4.693993,50.85942,20.5,"facade","292980"
3.439735,50.77484,15.3,"facade","292983"
2.675017,51.13262,22.3,"facade","292989"
4.388241,51.1445,27.2,"facade","292995"
5.591681,50.83,18.7,"facade","293001"
4.27860511891332,50.8432605549225,34.1,"facade","293025"
5.351199,50.92441,19.9,"facade","293034"
5.35768,50.76855,14.1,"facade","293043"
4.61026,51.16804,19.6,"facade","293052"
3.689678,51.06314,21.9,"facade","293058"
4.131646,50.87441,20.5,"facade","293070"
2.99556,51.01462,16.8,"facade","293082"
4.549426,51.3886,19.3,"facade","293085"
3.533879,50.87807,18.5,"facade","293109"
4.362429,51.18851,28.3,"facade","293115"
4.473946,50.88674,39.1,"facade","293124"
3.703318,51.05762,24.2,"facade","293130"
3.754399,51.04347,27.6,"facade","293133"
4.872897,50.80032,18,"facade","293136"
4.718259,51.1961,22.8,"facade","293148"
3.207579,51.19348,22.1,"facade","293157"
4.439572,51.31576,17,"facade","293169"
4.900127,51.13762,20.5,"facade","293181"
4.481414,51.03701,47.8,"facade","293187"
3.188983,51.1952,18.7,"facade","293193"
3.747143,51.07462,29.4,"facade","293205"
3.734784,51.05521,30.1,"facade","293211"
3.990479,51.1544,17.6,"facade","293220"
4.829711,51.17961,20.6,"facade","293238"
4.836615,51.03014,16.3,"facade","293244"
4.512381,50.82296,24,"facade","293247"
4.094438,50.94023,15.6,"facade","293253"
4.195485,50.83948,17.5,"facade","293259"
3.773632,50.9723,21,"facade","293265"
3.05385841510844,51.0479190827948,17.8,"facade","293271"
4.926797,50.7977,20.4,"facade","293274"
5.151981,51.07487,24.8,"facade","293280"
4.341751,51.14543,25.1,"facade","293283"
4.279343,51.11184,18.1,"facade","293286"
4.042523,50.95084,26.7,"facade","293289"
3.624739,51.0647,18.9,"facade","293292"
4.570176,51.18746,26.2,"facade","293301"
5.446071,50.96512,16.9,"facade","293304"
3.740304,50.8936,19.2,"facade","293316"
4.428887,51.03706,23.3,"facade","293322"
5.084933,51.16666,15,"facade","293325"
2.921985,50.8403,18.2,"facade","293334"
3.174053,50.81284,22.1,"facade","293337"
3.517464,50.89906,17.2,"facade","293343"
3.681388,50.795,16.6,"facade","293346"
3.198294,50.90915,20.7,"facade","293355"
4.084347,50.86769,22.1,"facade","293361"
5.303921,51.06407,15.3,"facade","293370"
3.239822,51.15806,18.3,"facade","293373"
5.101641,50.93776,17.2,"facade","293385"
4.165222,50.98524,17.8,"facade","293400"
4.290744,50.90994,21.2,"facade","293403"
4.470411,51.15198,21.8,"facade","293412"
4.837959,51.13846,28.4,"facade","293415"
3.552845,51.27952,22.9,"facade","293424"
3.542754,50.97196,24.6,"facade","293427"
5.470693,51.13325,20.6,"facade","293430"
3.712651,51.11033,24.8,"facade","293436"
3.274029,50.84058,21.5,"facade","293439"
4.129643,51.09703,23.3,"facade","293442"
3.632628,51.03732,27.1,"facade","293454"
3.964958,50.93536,19.1,"facade","293460"
4.237955,51.02499,18.5,"facade","293472"
4.449094,51.27974,26.1,"facade","293475"
4.73102680886275,50.8893293269827,19.5,"facade","293484"
4.377868,51.05634,25.9,"facade","293487"
4.435685,50.93223,25.6,"facade","293502"
4.433461,50.90858,29.3,"facade","293508"
5.214855,51.00691,24,"facade","293520"
4.477618,50.77817,25.6,"facade","293523"
4.807137,50.91223,21.6,"facade","293529"
5.197931,51.00704,18.9,"facade","293535"
5.042087,50.98067,33.3,"facade","293538"
4.701537,50.94725,30.4,"facade","293550"
3.533369,50.9371,27.3,"facade","293562"
3.862011,50.92255,28.2,"facade","293568"
4.043653,50.90392,19.7,"facade","293571"
5.182418,51.03397,17.9,"facade","293574"
4.407513,50.9227,28.2,"facade","293577"
3.716545,51.08448,34.8,"facade","293580"
5.310727,50.90258,24.6,"facade","293589"
5.314209,50.92988,26.4,"facade","293592"
3.974898,51.05034,25.7,"facade","293601"
5.19513786741175,50.9118352101896,14.4,"facade","293604"
4.437191,51.25775,30.8,"facade","293622"
4.633124,51.35052,22.1,"facade","293625"
4.733469,51.08456,18.9,"facade","293634"
5.740195,51.017,19.3,"facade","293640"
4.008428,50.89949,20.2,"facade","293643"
4.455562,51.38213,18.3,"facade","293646"
4.553962,51.30347,22.6,"facade","293658"
5.336319,50.9993,18.2,"facade","293661"
5.699475,50.95585,23.5,"facade","293667"
3.224905,50.80026,20.7,"facade","293673"
4.370258,51.09645,27.3,"facade","293709"
3.873728,50.98074,27.7,"facade","293733"
4.617569,51.04027,24.8,"facade","293739"
4.275105,51.22583,27.6,"facade","293748"
4.139722,50.97824,17.9,"facade","293769"
3.288225,51.18871,17.4,"facade","293772"
4.12116,51.21526,24.5,"facade","293775"
4.227255,51.131,20.7,"facade","293778"
4.330113,50.94144,23.8,"facade","293784"
3.50753907345311,50.7587827340213,14.5,"facade","293808"
4.44485,51.29254,25.1,"facade","293814"
3.772723,51.14245,22.1,"facade","293817"
4.458827,51.46674,20.9,"facade","293820"
4.945167,50.80677,20.4,"facade","293826"
3.53757,50.98224,18.3,"facade","293850"
4.469535,51.05966,23.9,"facade","293859"
5.160196,50.87329,14,"facade","293862"
4.022619,51.06507,24.3,"facade","293880"
4.436419,51.30574,20.3,"facade","293886"
4.259253,51.04102,16.9,"facade","293889"
4.427704,51.17996,24.2,"facade","293898"
3.604397,50.99063,17.3,"facade","293901"
4.487862,51.25113,23.5,"facade","293916"
5.283212,51.03262,27.9,"facade","293919"
4.49377,51.15667,21.9,"facade","293928"
4.767805,51.38177,18.1,"facade","293940"
4.483075,51.13779,19,"facade","293943"
4.156996,51.17325,25.4,"facade","293952"
4.623254,50.89985,19.7,"facade","293955"
4.49394,50.83345,18.5,"facade","293964"
3.805643,50.76848,15.8,"facade","294000"
4.66211,50.90417,17.1,"facade","294015"
4.161188,51.03619,18.3,"facade","294018"
4.107404,50.9506,18.8,"facade","294021"
4.607879,51.02455,18,"facade","294027"
3.22037,50.82084,26,"facade","294042"
2.624416,50.91916,28.8,"facade","294045"
4.62184,50.74974,16.4,"facade","294057"
4.486219,50.93492,20.9,"facade","294069"
5.472728,50.83143,20,"facade","294087"
5.461802,51.1965,16.4,"facade","294114"
3.227533,50.92739,18,"facade","294126"
4.479243,50.83422,26,"facade","294132"
5.606303,51.00913,17.1,"facade","294135"
3.070593,51.09464,18.6,"facade","294156"
3.706469,51.06913,30.6,"facade","294159"
3.853965,50.78155,17.3,"facade","294165"
4.761394,51.35547,17.5,"facade","294201"
5.53245,51.02798,25.4,"facade","294204"
4.218173,50.87878,28.1,"facade","294213"
3.109031,50.79684,20.1,"facade","294216"
3.327827,50.81168,20,"facade","294234"
3.662694,50.89911,17.7,"facade","294240"
3.823441,51.05961,28.4,"facade","294252"
3.10375,50.89467,20.8,"facade","294264"
3.764931,50.89924,18,"facade","294267"
4.408512,51.22507,42.4,"facade","294270"
4.796317,50.88769,16.7,"facade","294276"
3.258693,50.81896,30.9,"facade","294282"
5.171034,50.86598,16.1,"facade","294288"
5.077586,50.99672,16.5,"facade","294291"
4.620969,50.96101,16.4,"facade","294294"
4.276625,51.21337,26.1,"facade","294309"
3.00382273014121,51.0213430391623,29,"facade","294312"
4.633799,51.09517,19.5,"facade","294318"
3.866917,51.06085,27.9,"facade","294351"
3.146257,51.02888,25.9,"facade","294363"
4.494412,50.93996,22.3,"facade","294366"
3.9312628766589,50.7040835371777,16.8,"facade","294375"
5.101696,51.27833,17.9,"facade","294378"
3.187674,50.80409,34.3,"facade","294390"
4.446351,51.01501,28.4,"facade","294393"
4.485291,50.7923,38.2,"facade","294396"
3.538182,51.0699,20.7,"facade","294399"
3.396108,50.91717,19.2,"facade","294405"
5.368671,50.91712,16.9,"facade","294417"
4.617784,50.90403,14.4,"facade","294423"
4.363674,51.06287,26.1,"facade","294429"
3.969804,50.81021,14.9,"facade","294450"
3.92433,51.01632,17.8,"facade","294456"
5.109739,51.19067,19.3,"facade","294459"
5.382266,51.00229,22,"facade","294483"
4.727006,51.39032,24.1,"facade","294486"
4.778936,51.0863,17.9,"facade","294492"
4.354924,51.1711,29.5,"facade","294504"
3.457863,51.04772,18.2,"facade","294525"
3.625812,51.10587,21.7,"facade","294534"
5.76347,51.06315,15.6,"facade","294537"
5.384129,51.06052,22.3,"facade","294540"
4.511129,51.23002,25.3,"facade","294546"
4.464089,50.98095,20,"facade","294549"
3.439407,50.88085,21.8,"facade","294558"
4.321794,50.9383,20.9,"facade","294594"
5.359684,51.02793,17.8,"facade","294600"
5.447773,51.25486,14.3,"facade","294612"
4.115242,51.0295,18.4,"facade","294618"
3.700505,51.05547,23.5,"facade","294621"
2.963384,51.05921,16.5,"facade","294639"
3.747928,51.05143,41.7,"facade","294642"
3.613104,51.00419,16.6,"facade","294645"
4.38934599576455,51.0419560951494,27.8,"facade","294648"
3.752446,51.05577,31.7,"facade","294651"
4.230847,50.89175,21.2,"facade","294654"
4.034729,51.15763,20.5,"facade","294657"
3.710447,51.07044,32.5,"facade","294675"
4.758374,51.38978,16.2,"facade","294681"
5.36940067192999,50.994993846842,21.8,"facade","294687"
3.64132,50.98712,20,"facade","294696"
4.462888,51.22148,33.9,"facade","294705"
4.032659,51.06602,28.2,"facade","294723"
3.275513,51.06375,17.2,"facade","294726"
4.249974,50.84149,24,"facade","294750"
4.759298,51.40258,19.6,"facade","294753"
4.409559,51.03401,18.3,"facade","294756"
4.726916,50.872,20.3,"facade","294759"
4.527322,51.42587,16.4,"facade","294774"
5.717759,50.98682,22.8,"facade","294780"
4.538923,50.81622,18.5,"facade","294783"
3.26474,50.98815,19.9,"facade","294789"
3.689552,51.07102,20.6,"facade","294798"
4.70151,51.04192,14.3,"facade","294801"
4.471857,51.22394,28.4,"facade","294804"
4.574443,51.07281,25.9,"facade","294807"
5.094074,50.88745,13.7,"facade","294813"
4.406437,51.20081,37.3,"facade","294825"
5.485848,50.74045,15.6,"facade","294828"
2.731685,50.84523,20.2,"facade","294843"
5.379836,51.04085,24.4,"facade","294849"
4.129373,51.21314,19.9,"facade","294852"
3.827682,51.03128,24.8,"facade","294861"
4.683175,50.89783,32.9,"facade","294864"
3.316276,51.06289,18.7,"facade","294867"
5.518643,50.97053,17.3,"facade","294879"
4.266185,50.99099,22.1,"facade","294891"
4.475268,50.8475,35.3,"facade","294909"
3.733626,50.96951,18.4,"facade","294924"
3.139841,50.95531,18.8,"facade","294930"
5.429867,50.92304,18.4,"facade","294951"
4.49414116485731,51.3195195521876,17.8,"facade","294966"
4.700838,50.88529,26.8,"facade","294972"
3.360234,51.12702,18.5,"facade","294975"
4.441276,51.20279,38.2,"facade","294993"
4.136283,50.9402,19.3,"facade","294999"
4.898472,50.78226,17.5,"facade","295005"
3.228486,51.22494,34.3,"facade","295011"
4.983435,51.34056,18.3,"facade","295017"
4.558745,50.85303,17.1,"facade","295020"
4.936543,50.79569,22.3,"facade","295029"
4.437677,51.17516,30.8,"facade","295038"
4.827351,50.95938,19.7,"facade","295041"
4.448395,51.10353,26.5,"facade","295056"
4.523557,51.17439,28,"facade","295077"
3.973183,50.84776,14.9,"facade","295089"
3.133376,50.95066,22.4,"facade","295098"
3.53644,51.07037,24.1,"facade","295101"
4.296125,51.00315,30.9,"facade","295107"
5.537753,51.25947,16.7,"facade","295110"
4.339138,51.12578,30.5,"facade","295116"
5.419562,51.21877,20.8,"facade","295122"
3.375249,50.85199,20.5,"facade","295134"
5.179245,51.03233,17.3,"facade","295137"
5.602598,51.15928,15.7,"facade","295149"
5.361056,50.94616,18.1,"facade","295155"
5.35511,50.94561,21.6,"facade","295158"
4.051055,50.94342,25,"facade","295176"
4.402014,51.05019,19.8,"facade","295212"
4.232564,50.94963,18.4,"facade","295224"
5.178755,51.16657,16.5,"facade","295227"
5.288675,50.87091,18.3,"facade","295230"
4.978001,50.89633,16.1,"facade","295233"
5.630167,50.83638,17.1,"facade","295236"
4.929237,50.80936,26.9,"facade","295239"
3.610172,50.85509,19.2,"facade","295257"
2.943265,51.22914,27.2,"facade","295269"
5.000079,51.21063,17,"facade","295290"
4.035157,50.84725,23.5,"facade","295296"
4.488644,51.19056,25.6,"facade","295308"
5.337693,50.91992,21.4,"facade","295326"
3.86009,51.06978,20.9,"facade","295332"
4.196752,50.79117,21.9,"facade","295335"
2.752597,51.09125,20.3,"facade","295344"
4.189639,50.99677,19.7,"facade","295347"
3.176123,50.81526,24.7,"facade","295350"
3.592576,51.13553,18.3,"facade","295353"
5.167295,51.04345,22,"facade","295359"
4.725955,50.8736,20.5,"facade","295368"
4.756223,51.13782,22,"facade","295374"
4.49469,51.25103,32.6,"facade","295377"
4.509194,50.88263,24.5,"facade","295386"
4.286145,50.85459,31,"facade","295398"
4.692877,50.85789,20,"facade","295407"
4.643012,51.05945,28.9,"facade","295425"
4.010165,51.10827,20.6,"facade","295428"
4.275217,50.75936,24.9,"facade","295437"
3.245324,50.79846,24.2,"facade","295458"
4.112744,51.17224,27.1,"facade","295464"
3.937609,50.98395,18.4,"facade","295473"
4.508701,51.30363,18.5,"facade","295476"
4.6799,50.90265,19.4,"facade","295479"
3.132997,50.99672,20.2,"facade","295500"
3.121199,50.95227,32.4,"facade","295509"
4.039904,51.07925,25.3,"facade","295512"
5.165911,51.17195,28.4,"facade","295515"
3.227002,50.76962,24.3,"facade","295518"
3.818597,50.95425,22,"facade","295521"
4.324628,51.08796,22,"facade","295524"
3.877864,51.00174,33,"facade","295527"
4.82719,51.23575,22.7,"facade","295530"
3.690997,51.07753,21.3,"facade","295536"
4.318836,51.22293,32.1,"facade","295542"
4.29818,51.14712,50.7,"facade","295548"
3.902789,50.82938,16.6,"facade","295557"
3.173931,51.07724,21.5,"facade","295569"
4.00205652839873,51.0202151149797,17.6,"facade","295572"
4.273059,51.07586,21.3,"facade","295587"
3.666972,51.03033,21.9,"facade","295596"
3.633195,51.00479,18.2,"facade","295602"
4.108006,51.14544,23.6,"facade","295605"
4.226134,51.02655,19,"facade","295608"
4.640022,50.89788,17.3,"facade","295611"
4.476156,51.03653,38.3,"facade","295632"
4.905181,50.83741,14.4,"facade","295635"
3.930728,50.92057,19.5,"facade","295641"
3.229091,51.27155,22.5,"facade","295644"
4.516199,51.04053,20.8,"facade","295647"
4.452595,50.99041,20.1,"facade","295653"
3.249907,50.84118,19.3,"facade","295665"
4.939468,50.81387,15.5,"facade","295686"
4.747598,50.96973,14.3,"facade","295695"
3.094113,50.93626,18.2,"facade","295713"
3.808801,50.82229,17,"facade","295716"
4.425119,51.22789,36.4,"facade","295719"
3.004635,50.98405,20.9,"facade","295737"
2.83427,50.81944,17.1,"facade","295755"
3.744762,50.80184,17.1,"facade","295773"
4.36973,51.33395,36.2,"facade","295776"
4.641486,51.1147,18.9,"facade","295788"
5.3286,50.78452,14.2,"facade","295797"
4.75332,50.96884,12.6,"facade","295800"
3.961905,50.96276,15.8,"facade","295806"
4.407892,50.95167,21.7,"facade","295815"
2.967041,51.23977,23.9,"facade","295830"
3.752159,50.85105,15.8,"facade","295833"
5.467723,50.92034,16.5,"facade","295839"
3.261889,50.838,23.3,"facade","295842"
5.677553,50.94137,18,"facade","295845"
4.93016,51.30568,16.9,"facade","295848"
4.095374,50.88319,34.9,"facade","295857"
5.410745,50.9301,18.4,"facade","295860"
3.241696,50.86074,17.3,"facade","295869"
4.296784,51.07308,33.5,"facade","295872"
4.603517,51.16074,17,"facade","295893"
4.107659,50.78692,14.7,"facade","295896"
3.686368,51.19023,22.3,"facade","295899"
5.331731,50.93274,22.5,"facade","295908"
3.220607,51.2051,27.4,"facade","295911"
4.44083,51.13318,32.2,"facade","295914"
3.277844,51.05595,19,"facade","295920"
5.234282,51.10904,17.1,"facade","295929"
3.099704,51.02591,23.9,"facade","295932"
4.719559,50.82903,19.3,"facade","295941"
5.199786,50.80554,21.8,"facade","295953"
5.329899,51.24753,14.7,"facade","295956"
3.738262,51.18175,19.5,"facade","295959"
4.991125,51.17949,20.6,"facade","295962"
3.732185,50.97022,19.8,"facade","295965"
4.759062,50.833,18.5,"facade","295968"
3.371158,51.12664,17.8,"facade","295971"
5.090666,51.12832,16.9,"facade","295992"
3.745945,50.98512,28.5,"facade","295995"
5.088863,50.76521,14.6,"facade","296004"
3.191592,51.22685,23.4,"facade","296007"
4.392963,51.20876,42.7,"facade","296019"
4.667886,50.88078,24.4,"facade","296022"
4.712197,51.19945,18.6,"facade","296031"
5.760097,51.06598,18.1,"facade","296043"
4.456375,50.92808,23.2,"facade","296046"
2.858865,50.89422,26,"facade","296049"
4.311182,51.34036,28.9,"facade","296052"
4.502706,50.82144,21.8,"facade","296055"
3.20558,51.33235,38.6,"facade","296064"
5.107495,50.94492,16.6,"facade","296076"
3.27504,51.34363,23.8,"facade","296085"
4.723067,50.90198,20.7,"facade","296088"
3.268576,51.19811,19.3,"facade","296103"
3.746153,50.81761,14,"facade","296118"
5.42781223093259,51.2283030426472,20.1,"facade","296124"
5.608954,51.14512,19.9,"facade","296139"
3.487386,51.20377,26.5,"facade","296148"
5.330635,50.88211,15.6,"facade","296151"
3.249648,51.19781,24.1,"facade","296175"
4.47682,51.22804,28.3,"facade","296181"
3.758438,50.96576,17.5,"facade","296187"
4.234018,51.18003,34.8,"facade","296205"
3.199919,50.97685,24.1,"facade","296211"
3.830078,51.06121,28.6,"facade","296214"
4.513492,51.24951,22.3,"facade","296220"
5.279193,51.2287,19.9,"facade","296226"
4.074186,50.88565,23.1,"facade","296229"
3.699196,51.01897,23.5,"facade","296235"
3.261579,51.01615,20.2,"facade","296241"
5.016434,51.06641,16.8,"facade","296244"
5.246788,51.16251,15.5,"facade","296247"
5.301306,51.23212,20.5,"facade","296253"
3.666801,51.01925,33.4,"facade","296259"
3.070184,51.07548,24.7,"facade","296262"
5.392704,50.85232,15.1,"facade","296268"
4.689382,50.87594,24.3,"facade","296271"
5.086871,50.72287,16.1,"facade","296283"
2.716971,50.99758,16.1,"facade","296298"
5.010139,51.01003,16.1,"facade","296301"
4.457689,51.46766,19.8,"facade","296322"
4.651969,51.1186,18.3,"facade","296325"
4.894685,51.31244,16.7,"facade","296328"
4.056233,50.9495,22.4,"facade","296331"
4.199797,51.0498,18.1,"facade","296337"
3.73866,51.04744,23.6,"facade","296343"
4.718699,51.20592,19.2,"facade","296364"
3.956087,50.88032,16.2,"facade","296370"
5.02588,51.00115,16.4,"facade","296373"
5.157207,51.17956,14.2,"facade","296391"
3.15908849894969,50.9343122844878,24.4,"facade","296406"
5.647548,51.01154,16.3,"facade","296415"
4.703287,50.85653,18,"facade","296430"
4.881409,50.82283,15.8,"facade","296433"
4.462929,51.36515,28.9,"facade","296436"
4.422248,51.30243,20.8,"facade","296448"
3.270968,51.20886,18.5,"facade","296460"
3.444324,51.07893,26.3,"facade","296481"
5.32368,51.23129,15.5,"facade","296496"
3.753643,51.07184,26.6,"facade","296499"
2.962662,50.8353,15.8,"facade","296508"
4.302766,51.17377,23.2,"facade","296517"
3.098154,50.84923,22.1,"facade","296520"
5.17256,50.82663,19.6,"facade","296523"
4.933065,50.8145,18.5,"facade","296526"
4.512178,51.00722,21.1,"facade","296538"
3.313276,50.99154,19.3,"facade","296544"
5.181662,50.81212,18.6,"facade","296553"
2.983006,51.09926,19.4,"facade","296556"
3.954257,50.77673,16.1,"facade","296562"
3.604323,51.03021,22.1,"facade","296568"
5.438086,50.9564,20,"facade","296583"
3.088747,51.12016,40,"facade","296586"
5.18831295689414,50.8211792771062,25.5,"facade","296592"
5.712215,51.09845,17.6,"facade","296595"
4.736346,50.96311,16.5,"facade","296598"
5.297224,50.73914,16,"facade","296607"
5.239635,50.8532,14,"facade","296619"
3.728318,51.02979,31.7,"facade","296622"
3.627316,51.18286,19.5,"facade","296634"
5.313611,50.92988,28.9,"facade","296646"
5.209723,50.77654,13.3,"facade","296655"
3.16009,51.11884,18.3,"facade","296664"
4.577561,51.23298,18.8,"facade","296676"
3.209304,51.2159,28.6,"facade","296679"
4.972947,50.97101,16.5,"facade","296682"
4.423466,51.07604,24.4,"facade","296691"
3.66196,50.9709,19.3,"facade","296694"
4.434519,51.24977,28.3,"facade","296724"
2.913494,50.97146,16.5,"facade","296757"
4.723878,51.1085,16.3,"facade","296769"
3.639033,51.01296,18.9,"facade","296784"
3.751814,51.06471,25.8,"facade","296787"
3.032997,51.13419,21.6,"facade","296829"
3.260427,50.82131,24.8,"facade","296853"
5.371465,51.20642,15.8,"facade","296868"
3.69394,50.95626,24.9,"facade","296874"
4.990379,51.20397,16.1,"facade","296880"
4.835298,51.05899,20.4,"facade","296883"
3.802229,51.07504,24.2,"facade","296904"
5.005434,51.1631,28.1,"facade","296934"
4.306078,50.92546,20.3,"facade","296940"
4.401974,50.94517,17.6,"facade","296946"
4.515497,51.26022,21.8,"facade","296955"
4.330024,51.20987,31.9,"facade","296961"
4.78742,50.87468,14.9,"facade","296970"
3.706441,51.06612,25.3,"facade","296979"
4.894554,51.1385,22.5,"facade","296982"
3.609192,50.84496,20.4,"facade","296994"
4.670537,51.29959,16.9,"facade","297009"
4.878041,51.05601,18.6,"facade","297021"
4.466879,51.17073,21.7,"facade","297027"
4.185424,51.15919,18.6,"facade","297033"
4.724076,50.82419,14.5,"facade","297039"
4.436395,51.25296,28.6,"facade","297048"
4.185565,50.91943,31,"facade","297051"
2.964493,50.84908,17.7,"facade","297054"
4.492551,50.99151,27.9,"facade","297057"
4.46233,51.22598,26.6,"facade","297060"
5.719936,51.04514,18,"facade","297099"
4.35381,51.00971,28.6,"facade","297102"
4.770722,50.82397,17.6,"facade","297105"
4.064587,50.88339,24.3,"facade","297108"
4.340275,51.22042,29.9,"facade","297117"
3.922458,51.0377,18.9,"facade","297120"
3.296209,50.81535,28.4,"facade","297123"
4.410872,51.16135,28.1,"facade","297138"
4.415245,51.17375,31.2,"facade","297144"
5.614015,51.01347,13.8,"facade","297147"
5.53055594794228,50.9715915000185,21,"facade","297159"
5.216246,51.09119,16.8,"facade","297162"
3.672993,50.93086,18.7,"facade","297168"
4.498623,51.17119,22.2,"facade","297171"
4.75961,51.03481,18.4,"facade","297186"
